CustomerID,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,Occupation,Churn
49,67,Other,Boston,Platinum,10,826,Clothing,2023/2/21,Other,0
50,61,Female,Sydney,Gold,54,366,Clothing,2023/8/5,Engineer,0
51,30,Male,San Francisco,Silver,86,97,Books,2023/3/3,Student,1
52,44,Male,Tokyo,Silver,14,3766,Electronics,2023/9/6,Other,1
53,34,Female,Sydney,Bronze,78,292,Toys,2023/12/11,Student,0
54,63,Female,Boston,Bronze,71,2559,Home Goods,2023/6/28,Teacher,0
55,69,Male,Boston,Silver,14,3358,Electronics,2023/8/25,Other,0
56,59,Other,London,Platinum,68,1267,Clothing,2023/1/1,Other,0
57,36,Other,Boston,Platinum,79,411,Books,2023/8/6,Student,1
58,33,Female,London,Gold,59,2309,Electronics,2023/3/31,Salesperson,0
59,18,Other,Tokyo,Bronze,74,3501,Electronics,2023/4/15,Teacher,0
60,22,Female,Tokyo,Silver,16,101,Toys,2023/3/20,Student,1
61,43,Female,San Francisco,Bronze,,77,Toys,2023/3/11,Doctor,1
62,65,Other,Boston,Platinum,19,1820,Clothing,2023/4/15,Engineer,1
63,,Female,San Francisco,Gold,85,1574,Electronics,2023/4/18,Doctor,0
64,41,Other,Tokyo,Silver,21,110,Books,2023/10/11,Teacher,1
65,25,Female,San Francisco,Gold,66,2235,Home Goods,2023/8/16,Teacher,0
66,44,Male,Berlin,Platinum,8,299,Books,2023/7/25,Retired,0
67,43,Other,San Francisco,Bronze,54,484,Sports,2023/8/21,Retired,0
68,58,Female,London,Bronze,9,1496,Clothing,2023/4/14,Student,0
69,40,Other,Tokyo,Gold,33,410,Books,2023/1/29,Other,1
70,27,Female,London,Silver,89,473,Books,2023/1/23,Engineer,1
71,21,Female,Boston,Platinum,51,3961,Electronics,2023/5/3,Artist,1
72,57,Other,Berlin,Platinum,41,664,Sports,2023/11/4,Teacher,0
73,41,Male,San Francisco,Platinum,37,1456,Sports,2023/5/8,Engineer,1
74,54,Female,San Francisco,Platinum,,161,Clothing,2023/12/13,Student,0
75,45,Other,Berlin,Platinum,4,1723,Clothing,2023/4/5,Artist,0
76,55,Female,London,Silver,37,2010,Electronics,2023/10/14,Retired,0
77,37,Other,San Francisco,Platinum,59,1628,Clothing,2023/1/31,Student,0
78,56,Female,San Francisco,Platinum,49,1314,Clothing,2023/6/14,Student,0
79,26,Female,Berlin,Gold,,1579,Home Goods,2023/8/4,Engineer,1
80,50,Male,San Francisco,Platinum,34,1518,Clothing,2023/7/22,Salesperson,1
81,52,Other,Boston,Bronze,69,520,Clothing,2023/12/19,Engineer,1
82,28,Female,Boston,Gold,78,324,Clothing,2023/2/10,Other,0
83,41,Female,Boston,Bronze,,325,Books,2023/11/20,Retired,0
84,33,Other,Boston,Silver,40,638,Sports,2023/4/6,Student,0
85,65,Male,Tokyo,Silver,22,2350,Home Goods,2023/7/27,Artist,0
86,41,Female,San Francisco,Silver,30,67,Toys,2023/2/21,Other,0
87,43,Male,San Francisco,Gold,76,260,Home Goods,2023/6/30,Salesperson,1
88,25,Other,Boston,Bronze,43,193,Books,2023/8/13,Teacher,0
89,69,Female,London,Bronze,50,960,Clothing,2023/11/12,Retired,0
90,46,Female,Sydney,Gold,6,1418,Clothing,2023/8/28,Engineer,1
91,28,Male,London,Bronze,70,4984,Electronics,2023/8/7,Retired,0
92,64,Other,San Francisco,Bronze,,4287,Electronics,2023/11/18,Artist,1
93,50,Male,Tokyo,Gold,99,3813,Electronics,2023/2/20,Doctor,0
94,42,Female,Boston,Bronze,97,253,Toys,2023/12/18,Salesperson,0
95,41,Other,Berlin,Platinum,22,310,Home Goods,2023/10/7,Engineer,0
96,19,Female,London,Gold,54,805,Home Goods,2023/12/9,Salesperson,1
97,67,Male,Boston,Bronze,33,597,Electronics,2023/9/1,Teacher,1
98,31,Female,Berlin,Silver,42,1411,Electronics,2023/11/11,Engineer,1
99,21,Other,London,Bronze,97,859,Clothing,2023/8/6,Doctor,0
100,18,Other,San Francisco,Gold,28,1128,Sports,2023/4/16,Engineer,0
101,31,Male,Sydney,Gold,28,590,Home Goods,2023/7/22,Other,0
102,24,Other,Sydney,Silver,76,1136,Electronics,2023/3/12,Other,1
103,39,Other,Tokyo,Bronze,97,2822,Home Goods,2023/10/9,Doctor,0
104,24,Female,Tokyo,Bronze,22,713,Toys,2023/11/16,Retired,1
105,20,Other,Berlin,Bronze,22,735,Sports,2023/8/15,Teacher,0
106,30,Female,Tokyo,Silver,81,1286,Clothing,2023/9/19,Teacher,1
107,45,Female,London,Gold,79,1158,Clothing,2023/3/23,Engineer,0
108,39,Female,Boston,Bronze,45,1316,Home Goods,2023/5/25,Retired,0
109,29,Other,Sydney,Bronze,81,192,Books,2023/12/15,Retired,1
110,25,Other,Tokyo,Bronze,8,146,Toys,2023/8/14,Artist,0
111,31,Female,Sydney,Silver,3,150,Books,2023/8/15,Doctor,0
112,26,Other,Tokyo,Silver,46,4853,Electronics,2023/10/21,Artist,1
113,29,Female,San Francisco,Bronze,55,441,Books,2023/11/16,Salesperson,0
114,30,Female,London,Platinum,66,935,Sports,2023/5/23,Retired,0
115,61,Male,London,Platinum,60,1272,Sports,2023/11/18,Student,1
116,38,Male,Berlin,Silver,52,1171,Clothing,2023/6/23,Teacher,0
117,48,Male,Sydney,Platinum,56,461,Toys,2023/10/12,Retired,0
118,54,Female,Berlin,Silver,13,584,Clothing,2023/11/27,Student,1
119,57,Male,Tokyo,Silver,77,727,Electronics,2023/11/1,Other,1
120,25,Female,Tokyo,Bronze,39,2131,Home Goods,2023/4/6,Other,0
121,63,Female,Boston,Bronze,13,235,Books,2023/6/2,Artist,1
122,22,Male,Tokyo,Bronze,11,2531,Home Goods,2023/12/28,Retired,1
123,66,Female,Boston,Silver,12,1965,Home Goods,2023/8/9,Artist,0
124,36,Other,London,Platinum,47,297,Books,2023/7/11,Teacher,1
125,50,Other,Berlin,Bronze,57,4173,Electronics,2023/1/7,Doctor,1
126,31,Other,London,Platinum,63,209,Toys,2023/3/3,Other,0
127,28,Other,Boston,Platinum,99,97,Books,2023/2/14,Other,1
128,41,Male,Berlin,Bronze,70,245,Home Goods,2023/7/20,Student,1
129,35,Female,Boston,Platinum,79,995,Toys,2023/8/3,Engineer,1
130,25,Male,San Francisco,Bronze,19,206,Books,2023/8/14,Teacher,1
131,42,Female,Boston,Silver,18,1315,Home Goods,2023/6/24,Teacher,1
132,28,Other,Berlin,Gold,56,4111,Electronics,2023/1/12,Retired,1
133,46,Male,Berlin,Bronze,,225,Books,2023/7/18,Engineer,1
134,38,Other,Sydney,Silver,58,485,Books,2023/11/9,Engineer,0
135,50,Female,Sydney,Platinum,88,1361,Clothing,2023/11/13,Student,0
136,30,Other,Berlin,Bronze,59,4198,Electronics,2023/10/5,Artist,0
137,19,Male,San Francisco,Gold,49,1128,Home Goods,2023/4/7,Other,1
138,48,Female,Sydney,Gold,22,278,Books,2023/10/18,Teacher,0
139,59,Other,San Francisco,Gold,77,67,Toys,2023/1/29,Artist,1
140,42,Other,San Francisco,Gold,92,779,Clothing,2023/12/22,Teacher,0
141,36,Other,San Francisco,Gold,44,1369,Home Goods,2023/9/5,Teacher,1
142,69,Male,Tokyo,Gold,43,1141,Electronics,2023/5/29,Retired,1
143,51,Female,San Francisco,Bronze,76,4255,Electronics,2023/6/30,Teacher,0
144,20,Female,San Francisco,Bronze,22,810,Electronics,2023/8/24,Retired,1
145,62,Male,Boston,Bronze,91,487,Books,2023/12/30,Student,0
146,46,Other,San Francisco,Silver,66,476,Books,2023/4/20,Engineer,1
147,57,Male,Tokyo,Platinum,83,851,Sports,2023/2/5,Teacher,0
148,52,Female,San Francisco,Gold,6,477,Home Goods,2023/5/17,Retired,1
149,28,Male,Boston,Bronze,76,1949,Clothing,2023/12/29,Engineer,1
150,50,Male,Berlin,Silver,16,248,Sports,2023/8/16,Teacher,1
151,59,Male,Berlin,Silver,,1677,Clothing,2023/5/27,Other,0
152,36,Male,Boston,Gold,83,650,Clothing,2023/6/24,Student,0
153,40,Male,San Francisco,Gold,79,3089,Electronics,2023/1/28,Other,1
154,24,Female,San Francisco,Gold,97,685,Toys,2023/2/1,Teacher,1
155,20,Male,Berlin,Platinum,89,858,Home Goods,2023/12/5,Student,1
156,25,Other,Sydney,Silver,28,176,Toys,2023/6/5,Artist,1
157,57,Male,San Francisco,Silver,39,1905,Clothing,2023/9/11,Student,0
158,66,Male,Berlin,Platinum,59,891,Toys,2023/8/26,Other,1
159,33,Female,San Francisco,Platinum,7,843,Sports,2023/5/8,Doctor,1
160,23,Male,Tokyo,Gold,16,234,Home Goods,2023/4/29,Salesperson,1
161,35,Female,Boston,Silver,67,689,Sports,2023/1/29,Other,0
162,60,Other,Sydney,Silver,11,1110,Clothing,2023/1/2,Doctor,0
163,38,Female,San Francisco,Platinum,91,718,Toys,2023/2/13,Artist,0
164,66,Female,Boston,Silver,92,370,Books,2023/6/5,Doctor,1
165,40,Male,Sydney,Gold,21,1611,Electronics,2023/1/31,Salesperson,0
166,55,Male,Boston,Silver,25,1849,Electronics,2023/4/2,Student,1
167,31,Male,Tokyo,Gold,80,203,Toys,2023/7/29,Retired,0
168,67,Male,San Francisco,Bronze,77,801,Toys,2023/7/19,Artist,0
169,68,Other,San Francisco,Gold,82,2809,Home Goods,2023/11/9,Student,0
170,51,Male,London,Gold,89,321,Home Goods,2023/6/29,Doctor,1
171,38,Male,Boston,Silver,13,1204,Electronics,2023/10/1,Retired,1
172,28,Other,Berlin,Platinum,74,916,Toys,2023/11/28,Engineer,0
173,50,Female,Berlin,Silver,54,808,Clothing,2023/7/19,Student,0
174,43,Other,London,Bronze,21,2814,Home Goods,2023/1/3,Engineer,1
175,39,Male,San Francisco,Bronze,35,434,Books,2023/2/22,Engineer,1
176,57,Female,Sydney,Bronze,4,2353,Electronics,2023/4/3,Engineer,1
177,50,Male,San Francisco,Bronze,62,259,Toys,2023/4/16,Artist,1
178,37,Female,Berlin,Silver,73,293,Books,2023/11/24,Teacher,0
179,43,Other,San Francisco,Platinum,62,1843,Clothing,2023/2/26,Artist,0
180,67,Other,London,Bronze,60,4899,Electronics,2023/8/20,Salesperson,1
181,32,Other,London,Bronze,45,3929,Electronics,2023/4/17,Artist,1
182,31,Female,Tokyo,Silver,36,823,Toys,2023/8/24,Engineer,0
183,38,Other,London,Platinum,80,180,Books,2023/10/18,Doctor,0
184,61,Male,Tokyo,Silver,64,4232,Electronics,2023/8/8,Other,0
185,24,Male,Boston,Platinum,64,975,Toys,2023/7/4,Teacher,0
186,31,Other,Boston,Gold,88,688,Clothing,2023/10/21,Engineer,1
187,33,Male,San Francisco,Silver,79,884,Toys,2023/7/14,Student,0
188,42,Other,San Francisco,Gold,83,634,Sports,2023/12/31,Artist,1
189,27,Male,London,Bronze,10,206,Books,2023/1/26,Artist,1
190,20,Female,Sydney,Bronze,32,427,Toys,2023/5/22,Artist,0
191,25,Female,Berlin,Platinum,41,596,Electronics,2023/8/23,Teacher,1
192,23,Male,San Francisco,Gold,71,275,Books,2023/8/10,Artist,1
193,54,Female,Sydney,Gold,15,173,Books,2023/11/8,Artist,0
194,55,Other,London,Bronze,84,241,Books,2023/9/20,Student,1
195,39,Male,Berlin,Platinum,16,1422,Sports,2023/5/15,Retired,0
196,58,Other,Berlin,Gold,24,2166,Home Goods,2023/12/12,Doctor,0
197,31,Male,Berlin,Platinum,26,240,Toys,2023/4/18,Teacher,0
198,45,Other,San Francisco,Silver,86,381,Books,2023/8/19,Doctor,1
199,67,Female,Boston,Bronze,32,1781,Clothing,2023/5/7,Student,1
200,67,Other,Tokyo,Bronze,13,2577,Home Goods,2023/2/23,Other,1
201,65,Other,London,Gold,5,1426,Clothing,2023/4/16,Teacher,1
202,31,Male,San Francisco,Silver,4,505,Toys,2023/5/15,Salesperson,1
203,58,Other,Berlin,Gold,80,869,Toys,2023/8/22,Other,1
204,32,Other,Sydney,Bronze,45,121,Clothing,2023/3/27,Student,1
205,63,Other,Berlin,Platinum,31,747,Toys,2023/6/28,Engineer,0
206,41,Male,London,Gold,66,2064,Electronics,2023/6/16,Artist,0
207,34,Female,Boston,Bronze,22,3276,Electronics,2023/4/8,Retired,0
208,46,Other,Tokyo,Platinum,36,1149,Sports,2023/6/27,Student,1
209,60,Other,Berlin,Bronze,65,153,Toys,2023/7/29,Engineer,0
210,63,Female,Berlin,Silver,10,626,Toys,2023/4/2,Salesperson,1
211,21,Female,Tokyo,Gold,82,415,Toys,2023/2/5,Salesperson,1
212,20,Female,London,Bronze,81,1079,Sports,2023/10/12,Retired,0
213,32,Female,Boston,Platinum,43,1347,Sports,2023/4/9,Retired,0
214,64,Male,London,Gold,13,470,Toys,2023/12/31,Retired,0
215,18,Male,Berlin,Gold,57,2900,Home Goods,2023/12/5,Engineer,1
216,47,Female,Boston,Platinum,78,4699,Electronics,2023/2/17,Salesperson,0
217,29,Male,Boston,Gold,76,942,Home Goods,2023/1/16,Doctor,1
218,53,Male,Tokyo,Platinum,15,1863,Home Goods,2023/6/4,Artist,1
219,47,Male,Boston,Platinum,70,261,Books,2023/6/14,Other,1
220,51,Female,London,Bronze,21,582,Home Goods,2023/5/22,Engineer,0
221,20,Male,Tokyo,Platinum,93,1940,Home Goods,2023/10/22,Retired,0
222,38,Other,Tokyo,Silver,11,1370,Clothing,2023/5/22,Retired,1
223,37,Female,Boston,Bronze,8,1138,Clothing,2023/10/26,Teacher,1
224,66,Male,Berlin,Gold,31,1916,Electronics,2023/11/26,Artist,0
225,50,Female,Tokyo,Silver,48,1902,Electronics,2023/3/17,Other,1
226,46,Other,Sydney,Platinum,34,1013,Home Goods,2023/10/19,Student,0
227,36,Male,Tokyo,Gold,4,1859,Electronics,2023/1/11,Salesperson,0
228,49,Other,Berlin,Platinum,4,520,Toys,2023/7/27,Doctor,1
229,46,Female,Berlin,Bronze,55,1164,Clothing,2023/8/29,Other,0
230,48,Female,Boston,Silver,85,3929,Electronics,2023/4/22,Other,1
231,28,Other,Tokyo,Silver,89,348,Books,2023/8/14,Teacher,1
232,26,Female,Boston,Bronze,78,492,Sports,2023/4/2,Doctor,0
233,63,Male,Boston,Gold,87,1948,Clothing,2023/4/19,Student,0
234,53,Male,Tokyo,Silver,39,1135,Clothing,2023/4/30,Engineer,0
235,50,Male,Boston,Gold,65,578,Clothing,2023/9/22,Teacher,0
236,26,Male,Sydney,Bronze,52,1186,Clothing,2023/10/15,Salesperson,0
237,38,Other,Berlin,Silver,89,796,Sports,2023/9/28,Retired,1
238,31,Male,Boston,Silver,66,615,Clothing,2023/6/13,Doctor,0
239,68,Other,San Francisco,Silver,55,215,Toys,2023/7/24,Teacher,0
240,33,Female,Berlin,Bronze,20,4224,Electronics,2023/5/15,Engineer,0
241,59,Female,Berlin,Gold,3,512,Toys,2023/12/22,Engineer,0
242,18,Other,Sydney,Silver,99,128,Books,2023/2/27,Other,0
243,62,Female,Berlin,Bronze,54,72,Books,2023/9/4,Salesperson,1
244,37,Other,London,Platinum,64,391,Books,2023/8/6,Doctor,0
245,42,Other,Tokyo,Gold,40,143,Books,2023/1/25,Retired,1
246,67,Male,London,Silver,47,491,Books,2023/5/25,Doctor,0
247,60,Other,London,Platinum,41,723,Sports,2023/5/25,Other,0
248,38,Male,Sydney,Platinum,59,1934,Electronics,2023/9/16,Other,1
249,62,Male,San Francisco,Gold,10,871,Clothing,2023/4/16,Artist,1
250,33,Male,Tokyo,Gold,6,748,Electronics,2023/1/21,Student,0
251,48,Other,London,Gold,16,2423,Home Goods,2023/12/12,Engineer,0
252,45,Other,Tokyo,Silver,73,2842,Electronics,2023/4/26,Salesperson,1
253,32,Other,Boston,Gold,77,2442,Home Goods,2023/8/10,Doctor,1
254,69,Male,San Francisco,Gold,99,1391,Clothing,2023/12/3,Salesperson,0
255,37,Female,Berlin,Bronze,16,1281,Sports,2023/9/18,Other,1
256,44,Other,Tokyo,Bronze,22,394,Home Goods,2023/10/31,Salesperson,0
257,61,Male,Berlin,Silver,88,537,Home Goods,2023/6/21,Artist,1
258,40,Female,San Francisco,Platinum,34,1420,Electronics,2023/9/5,Retired,0
259,25,Female,Sydney,Bronze,13,1419,Sports,2023/12/25,Doctor,1
260,53,Other,London,Bronze,54,2465,Electronics,2023/7/14,Artist,0
261,65,Other,Sydney,Gold,49,2562,Electronics,2023/1/17,Other,1
262,64,Female,Tokyo,Silver,76,1798,Clothing,2023/8/30,Engineer,1
263,69,Male,Tokyo,Bronze,44,653,Toys,2023/9/8,Engineer,0
264,52,Female,Boston,Silver,34,424,Books,2023/11/1,Salesperson,0
265,54,Female,San Francisco,Silver,34,157,Books,2023/5/6,Doctor,0
266,54,Female,London,Gold,20,2398,Home Goods,2023/11/12,Retired,1
267,50,Male,San Francisco,Silver,91,382,Books,2023/12/8,Salesperson,1
268,37,Female,Boston,Silver,34,380,Books,2023/5/4,Other,1
269,21,Male,Sydney,Platinum,85,395,Toys,2023/10/21,Other,0
270,42,Other,Boston,Platinum,43,148,Toys,2023/2/7,Retired,1
271,37,Male,Boston,Bronze,78,724,Toys,2023/4/19,Student,1
272,55,Other,Sydney,Platinum,74,59,Toys,2023/4/12,Engineer,1
273,48,Other,Sydney,Platinum,11,2449,Home Goods,2023/7/11,Salesperson,1
274,56,Female,San Francisco,Silver,21,91,Toys,2023/2/6,Artist,1
275,65,Other,Tokyo,Gold,75,158,Clothing,2023/3/15,Other,1
276,57,Other,Tokyo,Gold,62,830,Home Goods,2023/4/17,Other,0
277,23,Female,San Francisco,Bronze,86,918,Toys,2023/5/28,Engineer,0
278,33,Female,London,Silver,42,290,Toys,2023/11/25,Teacher,1
279,,Other,London,Platinum,15,930,Electronics,2023/10/21,Salesperson,0
280,41,Other,San Francisco,Platinum,26,2868,Home Goods,2023/1/28,Engineer,1
281,50,Other,Boston,Gold,61,1267,Electronics,2023/2/15,Retired,1
282,60,Female,Berlin,Platinum,78,455,Books,2023/1/23,Other,0
283,28,Female,London,Gold,90,518,Sports,2023/9/12,Teacher,1
284,20,Female,San Francisco,Silver,90,106,Toys,2023/7/12,Retired,0
285,42,Female,Tokyo,Silver,18,912,Sports,2023/2/12,Teacher,1
286,52,Male,Tokyo,Silver,1,527,Home Goods,2023/5/14,Teacher,1
287,48,Other,Tokyo,Silver,72,263,Clothing,2023/9/10,Engineer,1
288,35,Other,Boston,Silver,39,3168,Electronics,2023/6/13,Doctor,1
289,22,Female,Tokyo,Bronze,80,534,Sports,2023/11/17,Student,0
290,18,Other,Boston,Bronze,1,137,Books,2023/12/30,Engineer,0
291,32,Female,Berlin,Gold,53,58,Books,2023/11/10,Engineer,1
292,35,Male,Sydney,Platinum,2,627,Electronics,2023/1/15,Retired,1
293,57,Female,Sydney,Silver,24,844,Toys,2023/9/4,Salesperson,1
294,53,Female,Sydney,Platinum,17,1981,Electronics,2023/12/26,Engineer,0
295,35,Female,Tokyo,Platinum,20,284,Sports,2023/11/26,Doctor,1
296,46,Male,San Francisco,Gold,55,1654,Home Goods,2023/1/1,Student,1
297,40,Male,Berlin,Platinum,99,542,Clothing,2023/4/6,Salesperson,0
298,56,Female,San Francisco,Gold,4,950,Sports,2023/1/26,Engineer,0
299,59,Male,Sydney,Bronze,72,483,Home Goods,2023/2/17,Other,1
300,28,Other,Sydney,Bronze,87,314,Sports,2023/4/22,Teacher,1
301,31,Other,San Francisco,Bronze,44,4265,Electronics,2023/7/29,Student,1
302,24,Male,Tokyo,Gold,42,1356,Sports,2023/2/11,Teacher,0
303,43,Male,Boston,Gold,15,906,Clothing,2023/12/5,Artist,0
304,56,Male,Boston,Gold,91,697,Toys,2023/9/25,Doctor,1
305,66,Female,Berlin,Gold,11,371,Books,2023/6/30,Engineer,0
306,66,Female,London,Platinum,87,210,Books,2023/12/22,Student,1
307,68,Male,Boston,Bronze,29,951,Toys,2023/5/7,Student,0
308,62,Female,Boston,Bronze,90,487,Books,2023/9/21,Doctor,0
309,59,Other,Berlin,Bronze,27,332,Books,2023/4/13,Retired,0
310,18,Male,Berlin,Platinum,99,196,Books,2023/5/17,Salesperson,1
311,40,Other,Boston,Gold,96,3561,Electronics,2023/5/2,Engineer,1
312,,Other,San Francisco,Gold,65,1680,Home Goods,2023/6/6,Salesperson,0
313,37,Female,Berlin,Platinum,39,1563,Electronics,2023/4/20,Retired,1
314,27,Female,San Francisco,Silver,44,412,Toys,2023/3/18,Teacher,0
315,66,Other,Berlin,Gold,68,431,Sports,2023/9/23,Other,1
316,46,Female,London,Bronze,93,157,Sports,2023/6/25,Doctor,1
317,69,Male,Boston,Platinum,19,1193,Clothing,2023/3/1,Doctor,1
318,,Female,Tokyo,Bronze,89,345,Toys,2023/4/27,Artist,1
319,28,Other,Tokyo,Platinum,37,1570,Home Goods,2023/7/20,Retired,0
320,22,Female,San Francisco,Bronze,39,440,Books,2023/9/8,Salesperson,1
321,41,Female,Boston,Gold,77,1282,Electronics,2023/5/8,Artist,0
322,32,Female,Sydney,Bronze,79,453,Sports,2023/12/25,Student,0
323,39,Female,London,Platinum,87,738,Electronics,2023/8/10,Salesperson,1
324,64,Female,San Francisco,Gold,99,396,Books,2023/10/18,Teacher,0
325,21,Female,Tokyo,Bronze,50,2224,Electronics,2023/2/28,Other,0
326,42,Female,Boston,Bronze,5,188,Books,2023/11/13,Artist,0
327,34,Male,San Francisco,Gold,92,760,Sports,2023/8/25,Teacher,1
328,64,Female,Berlin,Bronze,99,2806,Home Goods,2023/1/4,Artist,0
329,33,Other,Boston,Platinum,37,545,Toys,2023/7/25,Retired,1
330,25,Other,Berlin,Gold,48,64,Books,2023/1/9,Engineer,0
331,32,Male,Sydney,Gold,41,1523,Home Goods,2023/6/17,Engineer,0
332,31,Male,Tokyo,Platinum,65,1675,Clothing,2023/4/17,Engineer,0
333,33,Male,Sydney,Silver,76,748,Home Goods,2023/9/11,Student,1
334,,Other,San Francisco,Bronze,51,4195,Electronics,2023/12/17,Engineer,1
335,38,Female,San Francisco,Silver,20,2370,Home Goods,2023/5/18,Artist,0
336,39,Other,San Francisco,Bronze,69,891,Toys,2023/10/31,Artist,1
337,68,Other,Tokyo,Platinum,37,1202,Clothing,2023/7/19,Student,1
338,64,Other,Berlin,Silver,52,60,Books,2023/10/20,Salesperson,0
339,47,Other,Tokyo,Platinum,11,1823,Clothing,2023/2/25,Student,0
340,62,Female,San Francisco,Silver,92,2625,Home Goods,2023/3/10,Teacher,1
341,,Male,San Francisco,Platinum,52,50,Toys,2023/3/21,Student,0
342,40,Other,Sydney,Silver,93,126,Books,2023/8/13,Other,1
343,45,Male,Sydney,Gold,85,823,Electronics,2023/7/8,Salesperson,1
344,30,Female,San Francisco,Bronze,14,2879,Electronics,2023/5/25,Engineer,0
345,30,Female,Boston,Platinum,83,241,Clothing,2023/2/25,Other,0
346,44,Male,Berlin,Gold,87,912,Electronics,2023/9/9,Teacher,1
347,30,Other,Boston,Gold,26,3851,Electronics,2023/3/20,Salesperson,1
348,,Female,Tokyo,Silver,20,757,Home Goods,2023/7/29,Doctor,0
349,41,Other,San Francisco,Bronze,74,1024,Sports,2023/4/6,Doctor,0
350,57,Male,Tokyo,Gold,13,4221,Electronics,2023/4/21,Retired,1
351,61,Male,Berlin,Bronze,11,4619,Electronics,2023/12/12,Engineer,0
352,30,Male,Sydney,Platinum,14,426,Home Goods,2023/8/29,Student,0
353,68,Male,London,Silver,75,1762,Clothing,2023/12/7,Artist,1
354,56,Female,Berlin,Gold,79,3508,Electronics,2023/12/3,Doctor,1
355,45,Female,Berlin,Silver,27,999,Clothing,2023/2/14,Artist,0
356,66,Female,San Francisco,Bronze,86,89,Toys,2023/9/14,Doctor,1
357,23,Other,London,Platinum,79,647,Home Goods,2023/10/28,Student,1
358,52,Other,London,Bronze,65,912,Toys,2023/2/27,Teacher,1
359,51,Male,San Francisco,Platinum,98,1268,Sports,2023/11/12,Engineer,0
